name,pred_category,pred_subcategory,probability,classifying_time_ms
image-76.jpeg,Daur Ulang,Paper Other,0.9247198104858398,0.425
image-77.jpeg,Daur Ulang,Paper Other,0.9314220547676086,0.417
image-78.jpeg,Guna Ulang,Metal Can,0.9323574304580688,0.417
image-79.jpeg,Guna Ulang,Metal Can,0.9962602853775024,0.415
image-80.jpeg,Guna Ulang,Metal Can,0.9984762072563172,0.421
image-81.jpeg,Daur Ulang,Paper Other,0.9997448325157166,0.425
image-82.jpeg,Daur Ulang,Paper Other,0.994929850101471,0.423
image-83.jpeg,Daur Ulang,Paper Other,0.9758179187774658,0.42
image-84.jpeg,Daur Ulang,Paper Other,0.9841274619102478,0.416
image-85.jpeg,Guna Ulang,Metal Can,0.897855281829834,0.414
image-86.jpeg,Guna Ulang,Metal Other,0.9903500080108644,0.415
image-87.jpeg,Daur Ulang,Paper Cup,0.7960814237594604,0.424
image-88.jpeg,Guna Ulang,Metal Can,0.5586847066879272,0.421
image-89.jpeg,Guna Ulang,Metal Other,0.7458537220954895,0.427
image-90.jpeg,Guna Ulang,Metal Other,0.9621383547782898,0.417
image-91.jpeg,B3,Facemask,0.999996304512024,0.417
image-92.jpeg,B3,Facemask,0.999935269355774,0.423
image-93.jpeg,B3,Facemask,0.949552595615387,0.418
image-94.jpeg,B3,Facemask,0.7134404182434082,0.417
image-95.jpeg,B3,Facemask,0.9755634665489196,0.42
image-96.jpeg,Guna Ulang,Plastic Bag,0.9989445805549622,0.413
image-97.jpeg,Guna Ulang,Plastic Bag,0.692063570022583,0.471
image-98.jpeg,B3,Facemask,0.878787100315094,0.411
image-99.jpeg,Daur Ulang,Paper Other,0.993675172328949,0.418
